icd10,icd10label,section_ID,section_LABEL,chapter_ID,chapter_LABEL
Z84.3,Family history of consanguinity,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z84.8,Family history of other specified conditions,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z84,Family history of other conditions,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z85.0,Personal history of malignant neoplasm of digestive organs,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z85.1,"Personal history of malignant neoplasm of trachea, bronchus and lung",Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z85.2,Personal history of malignant neoplasm of other respiratory and intrathoracic organs,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z85.3,Personal history of malignant neoplasm of breast,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z85.4,Personal history of malignant neoplasm of genital organs,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z85.5,Personal history of malignant neoplasm of urinary tract,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z85.6,Personal history of leukaemia,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z85.7,"Personal history of other malignant neoplasms of lymphoid, haematopoietic and related tissues",Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z85.8,Personal history of malignant neoplasms of other organs and systems,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z85.9,"Personal history of malignant neoplasm, unspecified",Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z85,Personal history of malignant neoplasm,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z86.0,Personal history of other neoplasms,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z86.1,Personal history of infectious and parasitic diseases,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z86.2,Personal history of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z86.3,"Personal history of endocrine, nutritional and metabolic diseases",Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z86.4,Personal history of psychoactive substance abuse,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z86.5,Personal history of other mental and behavioural disorders,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z86.6,Personal history of diseases of the nervous system and sense organs,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z86.7,Personal history of diseases of the circulatory system,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z86,Personal history of certain other diseases,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z87.0,Personal history of diseases of the respiratory system,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z87.1,Personal history of diseases of the digestive system,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z87.2,Personal history of diseases of the skin and subcutaneous tissue,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z87.3,Personal history of diseases of the musculoskeletal system and connective tissue,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z87.4,Personal history of diseases of the genitourinary system,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z87.5,"Personal history of complications of pregnancy, childbirth and the puerperium",Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z87.6,Personal history of certain conditions arising in the perinatal period,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z87.7,"Personal history of congenital malformations, deformations and chromosomal abnormalities",Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z87.8,Personal history of other specified conditions,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z87,Personal history of other diseases and conditions,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z88.0,Personal history of allergy to penicillin,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z88.1,Personal history of allergy to other antibiotic agents,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z88.2,Personal history of allergy to sulfonamides,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z88.3,Personal history of allergy to other anti-infective agents,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z88.4,Personal history of allergy to anaesthetic agent,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z88.5,Personal history of allergy to narcotic agent,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z88.6,Personal history of allergy to analgesic agent,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z88.7,Personal history of allergy to serum and vaccine,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z88.8,"Personal history of allergy to other drugs, medicaments and biological substances",Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z88.9,"Personal history of allergy to unspecified drugs, medicaments and biological substances",Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z88,"Personal history of allergy to drugs, medicaments and biological substances",Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z89.0,"Acquired absence of finger(s) [including thumb], unilateral",Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z89.1,Acquired absence of hand and wrist,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z89.2,Acquired absence of upper limb above wrist,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z89.3,Acquired absence of both upper limbs [any level],Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z89.4,Acquired absence of foot and ankle,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z89.5,Acquired absence of leg at or below knee,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z89.6,Acquired absence of leg above knee,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z89.7,"Acquired absence of both lower limbs [any level, except toes alone]",Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z89.8,Acquired absence of upper and lower limbs [any level],Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z89.9,"Acquired absence of limb, unspecified",Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z89,Acquired absence of limb,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z90.0,Acquired absence of part of head and neck,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z90.1,Acquired absence of breast(s),Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z90.2,Acquired absence of lung [part of],Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z90.3,Acquired absence of part of stomach,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z90.4,Acquired absence of other parts of digestive tract,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z90.5,Acquired absence of kidney,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z90.6,Acquired absence of other organs of urinary tract,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z90.7,Acquired absence of genital organ(s),Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z90.8,Acquired absence of other organs,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z90,"Acquired absence of organs, not elsewhere classified",Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z91.0,"Personal history of allergy, other than to drugs and biological substances",Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z91.1,Personal history of noncompliance with medical treatment and regimen,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z91.2,Personal history of poor personal hygiene,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z91.3,Personal history of unhealthy sleep-wake schedule,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z91.4,"Personal history of psychological trauma, not elsewhere classified",Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z91.5,Personal history of self-harm,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z91.6,Personal history of other physical trauma,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z91.7,Personal history of female genital mutilation,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z91.8,"Personal history of other specified risk-factors, not elsewhere classified",Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z91,"Personal history of risk-factors, not elsewhere classified",Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z92.0,Personal history of contraception,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z92.1,Personal history of long-term (current) use of anticoagulants,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z92.2,Personal history of long-term (current) use of other medicaments,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z92.3,Personal history of irradiation,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z92.4,"Personal history of major surgery, not elsewhere classified",Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z92.5,Personal history of rehabilitation measures,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z92.6,Personal history of chemotherapy for neoplastic disease,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z92.8,Personal history of other medical treatment,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z92.9,"Personal history of medical treatment, unspecified",Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z92,Personal history of medical treatment,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z93.0,Tracheostomy status,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z93.1,Gastrostomy status,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z93.2,Ileostomy status,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z93.3,Colostomy status,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z93.4,Other artificial openings of gastrointestinal tract status,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z93.5,Cystostomy status,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z93.6,Other artificial openings of urinary tract status,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z93.8,Other artificial opening status,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z93.9,"Artificial opening status, unspecified",Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z93,Artificial opening status,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z94.0,Kidney transplant status,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z94.1,Heart transplant status,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z94.2,Lung transplant status,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z94.3,Heart and lungs transplant status,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z94.4,Liver transplant status,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z94.5,Skin transplant status,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z94.6,Bone transplant status,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z94.7,Corneal transplant status,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z94.8,Other transplanted organ and tissue status,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z94.9,"Transplanted organ and tissue status, unspecified",Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z94,Transplanted organ and tissue status,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z95.0,Presence of electronic cardiac devices,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z95.1,Presence of aortocoronary bypass graft,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z95.2,Presence of prosthetic heart valve,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z95.3,Presence of xenogenic heart valve,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z95.4,Presence of other heart-valve replacement,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z95.5,Presence of coronary angioplasty implant and graft,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z95.8,Presence of other cardiac and vascular implants and grafts,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z95.9,"Presence of cardiac and vascular implant and graft, unspecified",Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z95,Presence of cardiac and vascular implants and grafts,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z96.0,Presence of urogenital implants,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z96.1,Presence of intraocular lens,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z96.2,Presence of otological and audiological implants,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z96.3,Presence of artificial larynx,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z96.4,Presence of endocrine implants,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z96.5,Presence of tooth-root and mandibular implants,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z96.6,Presence of orthopaedic joint implants,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z96.7,Presence of other bone and tendon implants,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z96.8,Presence of other specified functional implants,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z96.9,"Presence of functional implant, unspecified",Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z96,Presence of other functional implants,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z97.0,Presence of artificial eye,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z97.1,Presence of artificial limb (complete)(partial),Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z97.2,Presence of dental prosthetic device (complete)(partial),Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z97.3,Presence of spectacles and contact lenses,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z97.4,Presence of external hearing-aid,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z97.5,Presence of (intrauterine) contraceptive device,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z97.8,Presence of other specified devices,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z97,Presence of other devices,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z98.0,Intestinal bypass and anastomosis status,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z98.1,Arthrodesis status,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z98.2,Presence of cerebrospinal fluid drainage device,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z98.8,Other specified postsurgical states,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z98,Other postsurgical states,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z99.0,Dependence on aspirator,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z99.1,Dependence on respirator,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z99.2,Dependence on renal dialysis,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z99.3,Dependence on wheelchair,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z99.4,Dependence on artificial heart,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z99.8,Dependence on other enabling machines and devices,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z99.9,Dependence on unspecified enabling machine and device,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
Z99,"Dependence on enabling machines and devices, not elsewhere classified",Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI,Factors influencing health status and contact with health services
U04.9,"Severe acute respiratory syndrome [SARS], unspecified",U00-U49,Provisional assignment of new diseases of uncertain etiology or emergency use,XXII,Codes for special purposes
U04,Severe acute respiratory syndrome [SARS],U00-U49,Provisional assignment of new diseases of uncertain etiology or emergency use,XXII,Codes for special purposes
U07.0,Vaping-related disorder,U00-U49,Provisional assignment of new diseases of uncertain etiology or emergency use,XXII,Codes for special purposes
U07.1,"COVID-19, virus identified",U00-U49,Provisional assignment of new diseases of uncertain etiology or emergency use,XXII,Codes for special purposes
U07.2,"COVID-19, virus not identified",U00-U49,Provisional assignment of new diseases of uncertain etiology or emergency use,XXII,Codes for special purposes
U07,Emergency use of U07,U00-U49,Provisional assignment of new diseases of uncertain etiology or emergency use,XXII,Codes for special purposes
U08.9,"Personal history of COVID-19, unspecified",U00-U49,Provisional assignment of new diseases of uncertain etiology or emergency use,XXII,Codes for special purposes
U08,Personal history of COVID-19,U00-U49,Provisional assignment of new diseases of uncertain etiology or emergency use,XXII,Codes for special purposes
U09.9,"Post COVID-19 condition, unspecified",U00-U49,Provisional assignment of new diseases of uncertain etiology or emergency use,XXII,Codes for special purposes
U09,Post COVID-19 condition,U00-U49,Provisional assignment of new diseases of uncertain etiology or emergency use,XXII,Codes for special purposes
U10.9,"Multisystem inflammatory syndrome associated with COVID-19, unspecified",U00-U49,Provisional assignment of new diseases of uncertain etiology or emergency use,XXII,Codes for special purposes
U10,Multisystem inflammatory syndrome associated with COVID-19,U00-U49,Provisional assignment of new diseases of uncertain etiology or emergency use,XXII,Codes for special purposes
U11.9,"Need for immunization against COVID-19, unspecified",U00-U49,Provisional assignment of new diseases of uncertain etiology or emergency use,XXII,Codes for special purposes
U11,Need for immunization against COVID-19,U00-U49,Provisional assignment of new diseases of uncertain etiology or emergency use,XXII,Codes for special purposes
U12.9,"COVID-19 vaccines causing adverse effects in therapeutic use, unspecified",U00-U49,Provisional assignment of new diseases of uncertain etiology or emergency use,XXII,Codes for special purposes
U12,COVID-19 vaccines causing adverse effects in therapeutic use,U00-U49,Provisional assignment of new diseases of uncertain etiology or emergency use,XXII,Codes for special purposes
U13.9,Emergency use of U13.9,U00-U49,Provisional assignment of new diseases of uncertain etiology or emergency use,XXII,Codes for special purposes
U13,Emergency use of U13,U00-U49,Provisional assignment of new diseases of uncertain etiology or emergency use,XXII,Codes for special purposes
U14.9,Emergency use of U14.9,U00-U49,Provisional assignment of new diseases of uncertain etiology or emergency use,XXII,Codes for special purposes
U14,Emergency use of U14,U00-U49,Provisional assignment of new diseases of uncertain etiology or emergency use,XXII,Codes for special purposes
U15.9,Emergency use of U15.9,U00-U49,Provisional assignment of new diseases of uncertain etiology or emergency use,XXII,Codes for special purposes
U15,Emergency use of U15,U00-U49,Provisional assignment of new diseases of uncertain etiology or emergency use,XXII,Codes for special purposes
U16.9,Emergency use of U16.9,U00-U49,Provisional assignment of new diseases of uncertain etiology or emergency use,XXII,Codes for special purposes
U16,Emergency use of U16,U00-U49,Provisional assignment of new diseases of uncertain etiology or emergency use,XXII,Codes for special purposes
U17.9,Emergency use of U17.9,U00-U49,Provisional assignment of new diseases of uncertain etiology or emergency use,XXII,Codes for special purposes
U17,Emergency use of U17,U00-U49,Provisional assignment of new diseases of uncertain etiology or emergency use,XXII,Codes for special purposes
U18.9,Emergency use of U18.9,U00-U49,Provisional assignment of new diseases of uncertain etiology or emergency use,XXII,Codes for special purposes
U18,Emergency use of U18,U00-U49,Provisional assignment of new diseases of uncertain etiology or emergency use,XXII,Codes for special purposes
U19.9,Emergency use of U19.9,U00-U49,Provisional assignment of new diseases of uncertain etiology or emergency use,XXII,Codes for special purposes
U19,Emergency use of U19,U00-U49,Provisional assignment of new diseases of uncertain etiology or emergency use,XXII,Codes for special purposes
U20.9,Emergency use of U20.9,U00-U49,Provisional assignment of new diseases of uncertain etiology or emergency use,XXII,Codes for special purposes
U20,Emergency use of U20,U00-U49,Provisional assignment of new diseases of uncertain etiology or emergency use,XXII,Codes for special purposes
U21.9,Emergency use of U21.9,U00-U49,Provisional assignment of new diseases of uncertain etiology or emergency use,XXII,Codes for special purposes
U21,Emergency use of U21,U00-U49,Provisional assignment of new diseases of uncertain etiology or emergency use,XXII,Codes for special purposes
U22.9,Emergency use of U22.9,U00-U49,Provisional assignment of new diseases of uncertain etiology or emergency use,XXII,Codes for special purposes
U22,Emergency use of U22,U00-U49,Provisional assignment of new diseases of uncertain etiology or emergency use,XXII,Codes for special purposes
U23.9,Emergency use of U23.9,U00-U49,Provisional assignment of new diseases of uncertain etiology or emergency use,XXII,Codes for special purposes
U23,Emergency use of U23,U00-U49,Provisional assignment of new diseases of uncertain etiology or emergency use,XXII,Codes for special purposes
U24.9,Emergency use of U24.9,U00-U49,Provisional assignment of new diseases of uncertain etiology or emergency use,XXII,Codes for special purposes
U24,Emergency use of U24,U00-U49,Provisional assignment of new diseases of uncertain etiology or emergency use,XXII,Codes for special purposes
U25.9,Emergency use of U25.9,U00-U49,Provisional assignment of new diseases of uncertain etiology or emergency use,XXII,Codes for special purposes
